0;0
0.001;0.02
0.002;0.04
0.003;0.06
0.004;0.08
0.005;0.1
0.006;0.12
0.007;0.14
0.008;0.16
0.009;0.18
0.01;0.2
0.011;0.22
0.012;0.24
0.013;0.26
0.014;0.28
0.015;0.3
0.016;0.32
0.017;0.34
0.018;0.36
0.019;0.38
0.02;0.400001
0.021;0.420001
0.022;0.440001
0.023;0.460001
0.024;0.480001
0.025;0.500001
0.026;0.520001
0.027;0.540002
0.028;0.560002
0.029;0.580002
0.03;0.600002
0.031;0.620002
0.032;0.640003
0.033;0.660003
0.034;0.680003
0.035;0.700004
0.036;0.720004
0.037;0.740005
0.038;0.760005
0.039;0.780006
0.04;0.800006
0.041;0.820007
0.042;0.840007
0.043;0.860008
0.044;0.880009
0.045;0.900009
0.046;0.92001
0.047;0.940011
0.048;0.960012
0.049;0.980013
0.05;1.00001
0.051;1.02001
0.052;1.04002
0.053;1.06002
0.054;1.08002
0.055;1.10002
0.056;1.12002
0.057;1.14002
0.058;1.16002
0.059;1.18002
0.06;1.20003
0.061;1.22003
0.062;1.24003
0.063;1.26003
0.064;1.28003
0.065;1.30003
0.066;1.32004
0.067;1.34004
0.068;1.36004
0.069;1.38004
0.07;1.40004
0.071;1.42005
0.072;1.44005
0.073;1.46005
0.074;1.48005
0.075;1.50006
0.076;1.52006
0.077;1.54006
0.078;1.56007
0.079;1.58007
0.08;1.60007
0.081;1.62008
0.082;1.64008
0.083;1.66008
0.084;1.68009
0.085;1.70009
0.086;1.72009
0.087;1.7401
0.088;1.7601
0.089;1.7801
0.09;1.80011
0.091;1.82011
0.092;1.84012
0.093;1.86012
0.094;1.88013
0.095;1.90013
0.096;1.92014
0.097;1.94014
0.098;1.96015
0.099;1.98015
0.1;2.00016
0.101;2.02016
0.102;2.04017
0.103;2.06018
0.104;2.08018
0.105;2.10019
0.106;2.12019
0.107;2.1402
0.108;2.16021
0.109;2.18021
0.11;2.20022
0.111;2.22023
0.112;2.24024
0.113;2.26024
0.114;2.28025
0.115;2.30026
0.116;2.32027
0.117;2.34027
0.118;2.36028
0.119;2.38029
0.12;2.4003
0.121;2.42031
0.122;2.44032
0.123;2.46033
0.124;2.48034
0.125;2.50035
0.126;2.52036
0.127;2.54037
0.128;2.56038
0.129;2.58039
0.13;2.6004
0.131;2.62041
0.132;2.64042
0.133;2.66043
0.134;2.68044
0.135;2.70045
0.136;2.72047
0.137;2.74048
0.138;2.76049
0.139;2.7805
0.14;2.80052
0.141;2.82053
0.142;2.84054
0.143;2.86056
0.144;2.88057
0.145;2.90058
0.146;2.9206
0.147;2.94061
0.148;2.96063
0.149;2.98064
0.15;3.00066
0.151;3.02067
0.152;3.04069
0.153;3.06071
0.154;3.08072
0.155;3.10074
0.156;3.12075
0.157;3.14077
0.158;3.16079
0.159;3.18081
0.16;3.20083
0.161;3.22084
0.162;3.24086
0.163;3.26088
0.164;3.2809
0.165;3.30092
0.166;3.32094
0.167;3.34096
0.168;3.36098
0.169;3.381
0.17;3.40102
0.171;3.42104
0.172;3.44106
0.173;3.46109
0.174;3.48111
0.175;3.50113
0.176;3.52115
0.177;3.54118
0.178;3.5612
0.179;3.58122
0.18;3.60125
0.181;3.62127
0.182;3.6413
0.183;3.66132
0.184;3.68135
0.185;3.70137
0.186;3.7214
0.187;3.74143
0.188;3.76145
0.189;3.78148
0.19;3.80151
0.191;3.82154
0.192;3.84157
0.193;3.86159
0.194;3.88162
0.195;3.90165
0.196;3.92168
0.197;3.94171
0.198;3.96174
0.199;3.98178
0.2;4.00181
0.201;4.02184
0.202;4.04187
0.203;4.0619
0.204;4.08194
0.205;4.10197
0.206;4.12201
0.207;4.14204
0.208;4.16207
0.209;4.18211
0.21;4.20215
0.211;4.22218
0.212;4.24222
0.213;4.26225
0.214;4.28229
0.215;4.30233
0.216;4.32237
0.217;4.34241
0.218;4.36245
0.219;4.38249
0.22;4.40253
0.221;4.42257
0.222;4.44261
0.223;4.46265
0.224;4.48269
0.225;4.50273
0.226;4.52278
0.227;4.54282
0.228;4.56286
0.229;4.58291
0.23;4.60295
0.231;4.623
0.232;4.64304
0.233;4.66309
0.234;4.68314
0.235;4.70318
0.236;4.72323
0.237;4.74328
0.238;4.76333
0.239;4.78338
0.24;4.80343
0.241;4.82348
0.242;4.84353
0.243;4.86358
0.244;4.88363
0.245;4.90369
0.246;4.92374
0.247;4.94379
0.248;4.96385
0.249;4.9839
0.25;5.00396
0.251;5.02401
0.252;5.04407
0.253;5.06413
0.254;5.08418
0.255;5.10424
0.256;5.1243
0.257;5.14436
0.258;5.16442
0.259;5.18448
0.26;5.20454
0.261;5.2246
0.262;5.24466
0.263;5.26473
0.264;5.28479
0.265;5.30485
0.266;5.32492
0.267;5.34498
0.268;5.36505
0.269;5.38512
0.27;5.40518
0.271;5.42525
0.272;5.44532
0.273;5.46539
0.274;5.48546
0.275;5.50553
0.276;5.5256
0.277;5.54567
0.278;5.56574
0.279;5.58582
0.28;5.60589
0.281;5.62596
0.282;5.64604
0.283;5.66611
0.284;5.68619
0.285;5.70627
0.286;5.72634
0.287;5.74642
0.288;5.7665
0.289;5.78658
0.29;5.80666
0.291;5.82674
0.292;5.84682
0.293;5.86691
0.294;5.88699
0.295;5.90707
0.296;5.92716
0.297;5.94724
0.298;5.96733
0.299;5.98741
0.3;6.0075
0.301;6.02759
0.302;6.04768
0.303;6.06777
0.304;6.08786
0.305;6.10795
0.306;6.12804
0.307;6.14813
0.308;6.16823
0.309;6.18832
0.31;6.20842
0.311;6.22851
